(767.0, 328.0)
(769.0, 330.0)
(934.0, 385.5)
(985.0, 357.5)
(1068.5, 312.5)
(1071.5, 311.5)
(1072.5, 312.5)
(1081.5, 311.5)
(1020.5, 320.5)
(997.5, 317.5)
(1004.5, 318.5)
(1067.5, 195.5)
(1068.5, 196.5)
(1077.5, 193.5)
(1084.5, 194.5)
(1065.5, 195.5)
(1050.5, 196.5)
(1043.5, 197.5)
(1040.5, 196.5)
(1039.5, 195.5)
(1040.5, 196.5)
(1039.5, 195.5)
(1040.5, 196.5)
(1039.5, 195.5)
(1040.5, 196.5)
(1041.5, 195.5)
(1042.5, 196.5)
(1043.5, 195.5)
(1046.5, 196.5)
(1045.5, 195.5)
(1046.5, 196.5)
(1045.5, 195.5)
(1046.5, 196.5)
(1045.5, 195.5)
