(877, 352)
(877, 353)
(877, 354)
(936, 308)
(964, 287)
(986, 270)
(1002, 259)
(1006, 256)
(1009, 252)
(1009, 253)
(1053, 216)
(1073, 200)
(1088, 187)
(1099, 178)
(1112, 167)
(1118, 162)
(1122, 159)
(1126, 155)
(1131, 151)
(1132, 150)
(1133, 150)
(1132, 150)
(1133, 149)
(1131, 151)
(1130, 152)
(1128, 153)
(1127, 154)
(1125, 156)
(1123, 157)
(1121, 159)
(1119, 161)
(1117, 162)
(1115, 164)
(1113, 165)
(1112, 167)
(1110, 168)
(1109, 169)
(1108, 169)
(1107, 170)
(1106, 171)
(1106, 171)
(1105, 172)
(1105, 172)
(1104, 172)
(1104, 173)
(1104, 173)
(1104, 173)
(1104, 173)
(1104, 173)
(1106, 179)
(1107, 187)
(1108, 193)
(1108, 197)
(1107, 198)
(1107, 196)
(1107, 196)
