(915, 378)
(912, 376)
(1009, 314)
(1058, 286)
(1067, 281)
(1059, 285)
(1054, 289)
(1051, 291)
(1045, 294)
(1043, 295)
(1041, 295)
(1039, 296)
(1039, 295)
(1040, 294)
(1040, 294)
(1040, 295)
(1041, 295)
(1034, 296)
(1029, 297)
(1029, 298)
(1029, 298)
(1028, 298)
(1035, 297)
(1034, 297)
(1037, 298)
(1039, 298)
(1044, 297)
(1048, 296)
(1049, 296)
(1049, 296)
(1041, 297)
(1039, 297)
(1040, 296)
(1042, 297)
(1045, 297)
(1044, 296)
(1044, 296)
(1046, 296)
(1045, 296)
(1044, 296)
(1044, 296)
(1047, 295)
(1048, 295)
(1047, 296)
(1038, 297)
(1038, 298)
(1026, 304)
(1021, 305)
(1020, 305)
(1022, 304)
(1025, 304)
(1028, 304)
(1028, 304)
(1029, 304)
(1028, 304)
(1030, 303)
(1030, 302)
(1032, 302)
(1033, 302)
(1038, 301)
(1040, 300)
(1047, 298)
(1047, 298)
(1049, 298)
(1048, 298)
(1050, 298)
(1050, 298)
(1050, 298)
(1051, 298)
(1054, 297)
(1056, 296)
(1058, 294)
(1058, 294)
(1060, 294)
(1059, 294)
(1058, 294)
(1050, 295)
(1040, 301)
(1034, 304)
(1034, 305)
(1035, 305)
(1036, 304)
(1036, 304)
(1036, 304)
(1036, 304)
(1036, 304)
(1036, 304)
(1036, 304)
(1036, 304)
(1035, 305)
(1034, 306)
(1034, 306)
(1034, 306)
(1034, 306)
(1034, 306)
(1034, 306)
(1034, 306)
(1034, 306)
(1037, 305)
(1037, 304)
(1036, 304)
(1038, 304)
(1036, 305)
(1035, 306)
(1036, 305)
(1038, 304)
(1038, 304)
(1038, 304)
(1036, 304)
(1035, 305)
(1018, 313)
