(861.0, 318.0)
(1003.0, 181.5)
(1003.0, 182.5)
(1003.0, 181.5)
(1003.0, 182.5)
(1003.0, 181.5)
(1003.0, 182.5)
(1003.0, 181.5)
(1003.0, 182.5)
(1003.0, 181.5)
(1003.0, 182.5)
(1003.0, 181.5)
(1003.0, 180.5)
(1003.0, 181.5)
(1003.0, 182.5)
(1003.0, 181.5)
(1003.0, 180.5)
(1003.0, 181.5)
(1003.0, 182.5)
(1003.0, 181.5)
(1003.0, 182.5)
(1003.0, 181.5)
(1003.0, 182.5)
(1003.0, 181.5)
(1003.0, 182.5)
(1003.0, 181.5)
(1003.0, 182.5)
(1003.0, 181.5)
(1003.0, 182.5)
(1003.0, 181.5)
(1003.0, 182.5)
(1003.0, 181.5)
(1003.0, 182.5)
(1003.0, 181.5)
(1003.0, 182.5)
(1003.0, 181.5)
(1003.0, 182.5)
(1003.0, 181.5)
(1003.0, 182.5)
(1003.0, 181.5)
(1003.0, 182.5)
(1003.0, 181.5)
(1003.0, 182.5)
(1003.0, 181.5)
(1003.0, 182.5)
(1003.0, 181.5)
(1003.0, 182.5)
(1003.0, 181.5)
(1003.0, 182.5)
(1003.0, 181.5)
(1003.0, 182.5)
(1003.0, 181.5)
(1003.0, 180.5)
(1003.0, 181.5)
(1003.0, 182.5)
(1003.0, 181.5)
(1003.0, 182.5)
(1005.0, 179.5)
(1001.0, 180.5)
(999.0, 181.5)
(1001.0, 180.5)
(1005.0, 181.5)
(1005.0, 182.5)
(1005.0, 179.5)
