(940, 314)
(940, 313)
(940, 312)
(940, 312)
(940, 312)
(940, 312)
(940, 312)
(941, 312)
(941, 312)
(942, 311)
(942, 311)
(942, 311)
(942, 311)
(943, 311)
(944, 310)
(998, 272)
(1031, 248)
(1056, 230)
(1075, 216)
(1091, 205)
(1104, 195)
(1119, 185)
(1125, 180)
(1131, 176)
(1137, 172)
(1143, 168)
(1147, 165)
(1154, 160)
(1154, 159)
(1155, 159)
(1156, 158)
(1157, 157)
(1158, 157)
(1160, 156)
(1158, 157)
(1156, 158)
(1155, 159)
(1154, 160)
(1153, 160)
(1153, 161)
(1150, 162)
(1148, 164)
(1146, 165)
(1145, 166)
(1143, 167)
(1142, 168)
(1140, 169)
(1139, 170)
(1138, 171)
(1136, 172)
(1135, 173)
(1134, 174)
(1133, 175)
(1132, 175)
(1131, 176)
(1131, 176)
(1130, 177)
(1129, 178)
(1129, 178)
(1128, 178)
(1128, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1126, 179)
(1126, 180)
(1126, 180)
(1126, 180)
(1126, 180)
(1126, 180)
(1126, 180)
(1126, 180)
(1126, 180)
(1126, 180)
(1126, 180)
(1126, 180)
(1126, 180)
(1126, 180)
(1126, 180)
(1126, 180)
(1126, 180)
(1126, 180)
(1126, 180)
(1126, 180)
(1126, 179)
(1126, 179)
(1126, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 179)
(1127, 180)
(1127, 180)
(1127, 181)
(1128, 181)
(1130, 182)
(1133, 182)
(1137, 182)
(1141, 182)
(1145, 182)
(1150, 182)
(1156, 182)
(1164, 182)
(1170, 182)
(1177, 182)
(1181, 182)
(1185, 182)
(1186, 182)
(1185, 182)
(1181, 182)
(1175, 182)
(1169, 182)
(1163, 182)
(1157, 183)
(1152, 183)
(1147, 183)
(1143, 183)
(1139, 183)
(1135, 183)
(1132, 183)
(1129, 183)
(1127, 183)
(1125, 183)
(1123, 183)
(1121, 183)
(1120, 183)
(1119, 182)
(1119, 182)
(1120, 182)
(1124, 180)
(1132, 179)
(1143, 176)
(1159, 173)
(1177, 170)
(1199, 165)
(1224, 161)
(1251, 155)
(1282, 148)
