(330.5, 965.0)
(331.5, 965.0)
(332.5, 965.0)
(331.5, 965.0)
(330.5, 965.0)
(331.5, 965.0)
(330.5, 965.0)
(329.5, 965.0)
(330.5, 965.0)
(329.5, 965.0)
(330.5, 965.0)
(329.5, 965.0)
(328.5, 965.0)
(329.5, 965.0)
(330.5, 965.0)
(331.5, 965.0)
(330.5, 965.0)
(325.5, 965.0)
(320.5, 965.0)
(321.5, 965.0)
(322.5, 965.0)
(325.5, 965.0)
(328.5, 965.0)
(325.5, 965.0)
(284.5, 953.0)
(243.5, 941.0)
(252.5, 943.0)
(253.5, 937.0)
(250.5, 941.0)
(249.5, 941.0)
(246.5, 939.0)
(243.5, 937.0)
(240.5, 937.0)
(235.5, 937.0)
(234.5, 937.0)
(235.5, 937.0)
(236.5, 937.0)
(235.5, 937.0)
(234.5, 937.0)
(235.5, 937.0)
(232.5, 935.0)
(231.5, 933.0)
(232.5, 935.0)
(231.5, 935.0)
(232.5, 935.0)
(231.5, 935.0)
(232.5, 935.0)
(231.5, 933.0)
(232.5, 935.0)
(229.5, 933.0)
(230.5, 935.0)
(227.5, 933.0)
(224.5, 933.0)
(223.5, 931.0)
(226.5, 933.0)
(223.5, 933.0)
(220.5, 933.0)
(219.5, 933.0)
