(915.0, 378.0)
(911.0, 376.0)
(1041.5, 294.0)
(1046.5, 294.0)
(1045.5, 294.0)
(1044.5, 294.0)
(1049.5, 292.0)
(1050.5, 292.0)
(1043.5, 294.0)
(1044.5, 294.0)
(1041.5, 294.0)
(1038.5, 296.0)
(1039.5, 294.0)
(1040.5, 294.0)
(1039.5, 294.0)
(1040.5, 296.0)
(1041.5, 294.0)
(1030.5, 296.0)
(1029.5, 298.0)
(1030.5, 298.0)
(1029.5, 298.0)
(1028.5, 298.0)
(1037.5, 296.0)
(1032.5, 298.0)
(1037.5, 298.0)
(1038.5, 298.0)
(1045.5, 296.0)
(1048.5, 296.0)
(1047.5, 296.0)
(1048.5, 296.0)
(1037.5, 298.0)
(1040.5, 296.0)
(1041.5, 296.0)
(1042.5, 298.0)
(1045.5, 296.0)
(1042.5, 296.0)
(1043.5, 296.0)
(1046.5, 296.0)
(1043.5, 296.0)
(1044.5, 296.0)
(1043.5, 296.0)
(1048.5, 294.0)
(1047.5, 296.0)
(1046.5, 296.0)
(1033.5, 298.0)
(1040.5, 298.0)
(1021.5, 306.0)
(1022.5, 304.0)
(1021.5, 304.0)
(1024.5, 304.0)
(1025.5, 304.0)
(1028.5, 304.0)
(1027.5, 304.0)
(1028.5, 304.0)
(1027.5, 304.0)
(1030.5, 302.0)
(1029.5, 302.0)
(1032.5, 302.0)
(1033.5, 302.0)
(1038.5, 300.0)
(1039.5, 300.0)
(1048.5, 298.0)
(1045.5, 298.0)
(1048.5, 298.0)
(1047.5, 298.0)
(1050.5, 298.0)
(1049.5, 298.0)
(1050.5, 298.0)
(1051.5, 298.0)
(1054.5, 296.0)
(1055.5, 296.0)
(1058.5, 294.0)
(1057.5, 294.0)
(1060.5, 294.0)
(1057.5, 294.0)
(1058.5, 294.0)
(1047.5, 296.0)
(1038.5, 302.0)
(1035.5, 304.0)
(1036.5, 304.0)
(1035.5, 304.0)
(1036.5, 304.0)
(1035.5, 304.0)
(1036.5, 304.0)
(1035.5, 304.0)
(1036.5, 304.0)
(1035.5, 304.0)
(1036.5, 304.0)
(1035.5, 304.0)
(1034.5, 306.0)
(1033.5, 306.0)
(1034.5, 306.0)
(1033.5, 306.0)
(1034.5, 306.0)
(1033.5, 306.0)
(1034.5, 306.0)
(1033.5, 306.0)
(1034.5, 306.0)
(1037.5, 304.0)
(1036.5, 304.0)
(1035.5, 304.0)
(1038.5, 304.0)
(1035.5, 306.0)
(1034.5, 306.0)
(1037.5, 304.0)
(1038.5, 304.0)
(1037.5, 304.0)
(1038.5, 304.0)
(1035.5, 304.0)
(1034.5, 306.0)
(1015.5, 314.0)
