(294.0, 754.5)
(294.0, 755.5)
(294.0, 756.5)
(294.0, 755.5)
(294.0, 756.5)
(294.0, 755.5)
(278.0, 740.5)
(316.0, 455.0)
(316.0, 455.0)
(314.0, 455.0)
(312.0, 453.0)
(308.0, 451.0)
(306.0, 447.0)
(359.0, 399.0)
(357.0, 397.0)
(405.0, 410.0)
(430.0, 426.5)
(428.0, 427.5)
(424.5, 502.5)
(465.5, 501.5)
(435.5, 504.5)
(430.5, 503.5)
(421.5, 502.5)
(406.5, 497.5)
(373.5, 484.5)
(412.5, 412.0)
(413.5, 412.0)
(437.5, 428.5)
(425.0, 470.0)
(423.0, 470.0)
(461.0, 546.0)
(455.0, 544.0)
(445.0, 544.0)
(395.0, 509.0)
