(943.0, 403.5)
(895.0, 402.5)
(885.0, 413.5)
(895.0, 434.5)
(881.0, 439.5)
(883.0, 442.5)
(881.0, 447.5)
(875.5, 271.5)
(874.5, 270.5)
(873.5, 271.5)
(874.5, 272.5)
(873.5, 271.5)
(874.5, 272.5)
(873.5, 271.5)
(874.5, 270.5)
(875.5, 271.5)
(878.5, 272.5)
(881.5, 269.5)
(874.5, 268.5)
(873.5, 267.5)
(880.5, 268.5)
(881.5, 267.5)
(850.5, 180.5)
(849.5, 179.5)
(850.5, 180.5)
(847.5, 179.5)
(848.5, 180.5)
(845.5, 181.5)
(842.5, 182.5)
(841.5, 181.5)
(842.5, 182.5)
(841.5, 181.5)
(840.5, 182.5)
(810.5, 115.0)
(809.5, 115.0)
(792.0, 87.5)
(792.0, 88.5)
(792.0, 87.5)
(792.0, 88.5)
(792.0, 87.5)
(794.0, 88.5)
(794.0, 87.5)
(794.0, 88.5)
(794.0, 87.5)
(794.0, 86.5)
(792.0, 87.5)
(790.0, 88.5)
(790.0, 89.5)
(786.0, 90.5)
(784.0, 91.5)
(782.0, 92.5)
(782.0, 91.5)
(780.0, 92.5)
(780.0, 91.5)
(782.0, 92.5)
(782.0, 91.5)
(782.0, 92.5)
(784.0, 91.5)
(784.0, 92.5)
(784.0, 91.5)
(784.0, 92.5)
(782.0, 93.5)
(778.0, 94.5)
(748.0, 97.5)
(728.0, 104.5)
(708.0, 109.5)
(692.0, 110.5)
(652.0, 113.5)
(634.0, 116.5)
(620.0, 121.5)
(612.0, 126.5)
(614.0, 131.5)
(614.0, 136.5)
(618.0, 141.5)
(626.0, 144.5)
(634.0, 147.5)
(650.0, 150.5)
(658.0, 149.5)
(656.0, 146.5)
(644.0, 145.5)
(594.0, 144.5)
(562.0, 145.5)
(540.0, 150.5)
(542.0, 155.5)
(546.0, 158.5)
(556.0, 159.5)
(572.0, 158.5)
(571.0, 154.0)
(555.0, 162.0)
(619.0, 160.0)
(589.0, 158.0)
(645.0, 144.0)
(647.0, 130.0)
(647.0, 126.0)
(643.0, 126.0)
(637.0, 128.0)
(659.0, 132.0)
(599.0, 150.0)
(840.5, 192.0)
(828.5, 334.0)
(827.5, 336.0)
(893.5, 243.0)
(1015.5, 169.5)
(1016.5, 168.5)
(1015.5, 167.5)
(1014.5, 168.5)
(1013.5, 167.5)
(1014.5, 168.5)
(1013.5, 167.5)
(1014.5, 168.5)
(1013.5, 167.5)
(1014.5, 168.5)
(1013.5, 167.5)
(1014.5, 168.5)
(1013.5, 167.5)
(1012.5, 168.5)
(1011.5, 169.5)
(1010.5, 170.5)
(1009.5, 169.5)
(1010.5, 170.5)
(1009.5, 169.5)
(1010.5, 170.5)
(1007.5, 169.5)
(1006.5, 170.5)
(1005.5, 169.5)
(1008.5, 168.5)
(1007.5, 167.5)
(1008.5, 168.5)
(1009.5, 167.5)
(1010.5, 168.5)
(1009.5, 167.5)
(1010.5, 168.5)
(1009.5, 167.5)
(1010.5, 168.5)
(1009.5, 167.5)
(1010.5, 168.5)
(1009.5, 167.5)
(1010.5, 168.5)
(1007.5, 167.5)
(1008.5, 168.5)
(1007.5, 167.5)
(1008.5, 168.5)
(1007.5, 167.5)
(1008.5, 168.5)
(1009.5, 169.5)
(1010.5, 170.5)
(1017.5, 167.5)
(1020.5, 166.5)
(1025.5, 165.5)
(1030.5, 164.5)
(1037.5, 161.5)
(1040.5, 162.5)
(1045.5, 159.5)
(1050.5, 158.5)
(1057.5, 155.5)
(1064.5, 152.5)
(1065.5, 151.5)
(1064.5, 148.5)
(1059.5, 145.5)
(1060.5, 144.5)
(1059.5, 143.5)
(1054.5, 146.5)
(1049.5, 147.5)
(1050.5, 148.5)
(1049.5, 147.5)
(1046.5, 148.5)
(1039.5, 149.5)
(1036.5, 150.5)
(1027.5, 151.5)
(1024.5, 152.5)
(1017.5, 153.5)
(1010.5, 156.5)
(1005.5, 157.5)
(1000.5, 162.5)
(1118.5, 137.5)
(1117.5, 138.5)
(1118.5, 137.5)
(1117.5, 138.5)
(1118.5, 137.5)
(1117.5, 138.5)
(1118.5, 137.5)
(1117.5, 138.5)
(1118.5, 137.5)
(1117.5, 138.5)
(1118.5, 137.5)
(1119.5, 138.5)
(1120.5, 135.5)
(1121.5, 136.5)
(1118.5, 137.5)
(1117.5, 138.5)
(1118.5, 137.5)
(1119.5, 138.5)
(1120.5, 137.5)
(1121.5, 138.5)
(1122.5, 137.5)
(1121.5, 138.5)
(1120.5, 137.5)
(1117.5, 138.5)
(1114.5, 139.5)
(1115.5, 138.5)
(1120.5, 137.5)
(1119.5, 138.5)
(1118.5, 137.5)
(1117.5, 138.5)
(1118.5, 137.5)
(1117.5, 138.5)
(1118.5, 137.5)
(1117.5, 138.5)
(1118.5, 137.5)
(1117.5, 138.5)
(1118.5, 137.5)
(1117.5, 138.5)
(1118.5, 137.5)
(1117.5, 138.5)
(1118.5, 137.5)
(1117.5, 138.5)
(1118.5, 137.5)
(1117.5, 138.5)
(1118.5, 137.5)
(1117.5, 138.5)
(1118.5, 137.5)
(1117.5, 138.5)
(1118.5, 137.5)
(1117.5, 138.5)
(1118.5, 137.5)
(1117.5, 138.5)
(1118.5, 137.5)
(1117.5, 138.5)
(1118.5, 137.5)
(1117.5, 138.5)
(1118.5, 137.5)
(1117.5, 138.5)
(1118.5, 137.5)
(1117.5, 138.5)
(1118.5, 137.5)
(1117.5, 138.5)
(1118.5, 137.5)
(1117.5, 138.5)
(1118.5, 137.5)
(1117.5, 138.5)
(1118.5, 137.5)
(1117.5, 138.5)
(1118.5, 137.5)
(1117.5, 138.5)
(1118.5, 137.5)
(1117.5, 138.5)
(1118.5, 137.5)
(1117.5, 138.5)
(1118.5, 137.5)
(1117.5, 138.5)
(1118.5, 137.5)
(1117.5, 138.5)
(1118.5, 137.5)
(1117.5, 138.5)
(1118.5, 137.5)
(1117.5, 138.5)
(1118.5, 137.5)
(1117.5, 138.5)
(1118.5, 137.5)
(1117.5, 138.5)
(1118.5, 137.5)
(1117.5, 138.5)
(1118.5, 137.5)
(1117.5, 138.5)
(1118.5, 137.5)
(1117.5, 138.5)
(1118.5, 137.5)
(1117.5, 138.5)
(1118.5, 137.5)
(1117.5, 138.5)
